,chromosome,start,stop,gene,score,strand,thickStart,thickEnd,gene_id
4758,chr2R,14881376,14881436,Cyp6a9_1,900,-,14881376,14881387,Cyp6a9
4759,chr2R,14882070,14882130,Cyp6a20_1,900,+,14882119,14882130,Cyp6a20
4760,chr2R,14886936,14886996,Cyp6a21_1,900,-,14886936,14886947,Cyp6a21
4761,chr2R,14888998,14889058,Cyp6a8_1,900,-,14888998,14889009,Cyp6a8
4772,chr2R,14933465,14933525,CG12853_1,900,+,14933514,14933525,CG12853
4774,chr2R,14935615,14935675,Lap1_1,900,+,14935664,14935675,Lap1
4775,chr2R,14942349,14942409,CG10257_1,900,+,14942398,14942409,CG10257
4783,chr2R,14981219,14981279,pcs_1,900,+,14981268,14981279,pcs
4784,chr2R,14992196,14992256,CG7639_1,900,-,14992196,14992207,CG7639
4785,chr2R,14993820,14993880,CG10265_1,900,-,14993820,14993831,CG10265
4786,chr2R,15011348,15011408,hbs_1,900,+,15011397,15011408,hbs
4787,chr2R,15013511,15013571,CG43101_1,900,-,15013511,15013522,CG43101
4788,chr2R,15024841,15024901,Obp51a_1,900,-,15024841,15024852,Obp51a
4789,chr2R,15056240,15056300,CG33467_1,900,-,15056240,15056251,CG33467
4793,chr2R,15145506,15145566,Rpb12_1,900,-,15145506,15145517,Rpb12
4794,chr2R,15147777,15147837,CG8089_1,900,-,15147777,15147788,CG8089
4795,chr2R,15147858,15147918,CG7544_1,900,+,15147907,15147918,CG7544
4798,chr2R,15185099,15185159,CG43068_1,900,+,15185148,15185159,CG43068
4799,chr2R,15193230,15193290,Sfp51E_1,900,-,15193230,15193241,Sfp51E
4800,chr2R,15194486,15194546,CG43829_1,900,-,15194486,15194497,CG43829
4801,chr2R,15201185,15201245,GPHR_1,900,-,15201185,15201196,GPHR
4804,chr2R,15202132,15202192,CG42391_1,900,+,15202181,15202192,CG42391
4805,chr2R,15213602,15213662,row_1,900,-,15213602,15213613,row
4806,chr2R,15215617,15215677,CG8093_1,900,-,15215617,15215628,CG8093
4807,chr2R,15216159,15216219,CG11808_1,900,+,15216208,15216219,CG11808
4808,chr2R,15217602,15217662,mRpL41_1,900,-,15217602,15217613,mRpL41
4809,chr2R,15218339,15218399,CG8079_1,900,+,15218388,15218399,CG8079
4810,chr2R,15220310,15220370,CG8094_1,900,-,15220310,15220321,CG8094
4811,chr2R,15241578,15241638,Fs_1,900,-,15241578,15241589,Fs
4816,chr2R,15298334,15298394,CG8102_1,900,-,15298334,15298345,CG8102
4819,chr2R,15311083,15311143,CG8152_1,900,-,15311083,15311094,CG8152
4820,chr2R,15311494,15311554,mus210_1,900,+,15311543,15311554,mus210
4821,chr2R,15322158,15322218,CG8155_1,900,-,15322158,15322169,CG8155
4822,chr2R,15322485,15322545,ARF3_1,900,+,15322534,15322545,ARF3
4823,chr2R,15322772,15322832,Arf51F_1,900,+,15322821,15322832,Arf51F
4824,chr2R,15326372,15326432,CG8157_1,900,-,15326372,15326383,CG8157
4825,chr2R,15328254,15328314,CG8160_1,900,-,15328254,15328265,CG8160
4826,chr2R,15331275,15331335,Hr51_1,900,+,15331324,15331335,Hr51
4829,chr2R,15371492,15371552,Pms2_1,900,-,15371492,15371503,Pms2
4830,chr2R,15380570,15380630,CG8171_1,900,-,15380570,15380581,CG8171
4832,chr2R,15380949,15381009,dup_1,900,-,15380949,15380960,dup
4836,chr2R,15408798,15408858,Mtk_1,900,+,15408847,15408858,Mtk
4837,chr2R,15424095,15424155,CG30472_1,900,-,15424095,15424106,CG30472
4840,chr2R,15427988,15428048,CG34188_1,900,-,15427988,15427999,CG34188
4841,chr2R,15482820,15482880,CG8180_1,900,-,15482820,15482831,CG8180
4842,chr2R,15497220,15497280,CG12964_1,900,-,15497220,15497231,CG12964
4843,chr2R,15504136,15504196,Ir52c_1,900,+,15504185,15504196,Ir52c
4847,chr2R,15532213,15532273,Khc-73_1,900,-,15532213,15532224,Khc-73
4848,chr2R,15533443,15533503,CG30471_1,900,+,15533492,15533503,CG30471
4849,chr2R,15538125,15538185,CG30467_1,900,+,15538174,15538185,CG30467
4850,chr2R,15541325,15541385,CG8187_1,900,-,15541325,15541336,CG8187
4851,chr2R,15541388,15541448,VAD1_1,900,+,15541437,15541448,VAD1
4852,chr2R,15542635,15542695,eIF2B-gamma_1,900,+,15542684,15542695,eIF2B-gamma
4853,chr2R,15549969,15550029,CG8192_1,900,-,15549969,15549980,CG8192
4864,chr2R,15565791,15565851,CG8195_1,900,-,15565791,15565802,CG8195
4866,chr2R,15569390,15569450,FLT1_1,900,-,15569390,15569401,FLT1
4867,chr2R,15571402,15571462,Cdk5_1,900,-,15571402,15571413,Cdk5
4871,chr2R,15613804,15613864,CG42524_1,900,+,15613853,15613864,CG42524
4875,chr2R,15678927,15678987,CG8207_1,900,-,15678927,15678938,CG8207
4876,chr2R,15680036,15680096,Vha14-1_1,900,-,15680036,15680047,Vha14-1
4877,chr2R,15680495,15680555,CG30091_1,900,+,15680544,15680555,CG30091
4878,chr2R,15682676,15682736,Ranbp11_1,900,+,15682725,15682736,Ranbp11
4879,chr2R,15686095,15686155,CG30082_1,900,-,15686095,15686106,CG30082
4880,chr2R,15688988,15689048,Cep89_1,900,-,15688988,15688999,Cep89
4881,chr2R,15689776,15689836,CG30090_1,900,+,15689825,15689836,CG30090
4882,chr2R,15691077,15691137,CG30088_1,900,+,15691126,15691137,CG30088
4883,chr2R,15692373,15692433,CG30087_1,900,+,15692422,15692433,CG30087
4884,chr2R,15694042,15694102,CG33460_1,900,+,15694091,15694102,CG33460
4885,chr2R,15695325,15695385,CG33461_1,900,+,15695374,15695385,CG33461
4886,chr2R,15696744,15696804,CG33462_1,900,+,15696793,15696804,CG33462
4889,chr2R,15701682,15701742,CG30080_1,900,-,15701682,15701693,CG30080
4890,chr2R,15712662,15712722,CG30083_1,900,-,15712662,15712673,CG30083
4894,chr2R,15814901,15814961,CG33153_1,900,-,15814901,15814912,CG33153
4896,chr2R,15821103,15821163,CG33465_1,900,-,15821103,15821114,CG33465
4899,chr2R,15847345,15847405,CG8249_1,900,-,15847345,15847356,CG8249
4900,chr2R,15848542,15848602,tun_1,900,+,15848591,15848602,tun
4901,chr2R,15855869,15855929,CG12970_1,900,+,15855918,15855929,CG12970
4905,chr2R,15862733,15862793,CG18786_1,900,-,15862733,15862744,CG18786
4906,chr2R,15869115,15869175,Rif1_1,900,-,15869115,15869126,Rif1
4909,chr2R,15931916,15931976,bdg_1,900,-,15931916,15931927,bdg
4910,chr2R,15934654,15934714,Diap2_1,900,-,15934654,15934665,Diap2
4913,chr2R,15941482,15941542,CG8299_1,900,-,15941482,15941493,CG8299
4914,chr2R,15942815,15942875,Cyp4aa1_1,900,+,15942864,15942875,Cyp4aa1
4915,chr2R,15943971,15944031,CG30093_1,900,+,15944020,15944031,CG30093
4918,chr2R,15954992,15955052,CG8366_1,900,+,15955041,15955052,CG8366
4923,chr2R,15991268,15991328,CG8314_1,900,-,15991268,15991279,CG8314
4924,chr2R,15992318,15992378,CG8320_1,900,+,15992367,15992378,CG8320
4925,chr2R,15992337,15992397,Pex11_1,900,-,15992337,15992348,Pex11
4930,chr2R,16007652,16007712,CG8386_1,900,-,16007652,16007663,CG8386
4932,chr2R,16011420,16011480,CG8388_1,900,-,16011420,16011431,CG8388
4934,chr2R,16014759,16014819,Prosbeta1_1,900,-,16014759,16014770,Prosbeta1
4935,chr2R,16014858,16014918,Rrp42_1,900,+,16014907,16014918,Rrp42
4936,chr2R,16017112,16017172,CG8397_1,900,-,16017112,16017123,CG8397
4937,chr2R,16017689,16017749,CG8399_1,900,+,16017738,16017749,CG8399
4940,chr2R,16028526,16028586,CG8401_1,900,+,16028575,16028586,CG8401
4941,chr2R,16031882,16031942,SP2353_1,900,+,16031931,16031942,SP2353
4942,chr2R,16047628,16047688,CG8405_1,900,+,16047677,16047688,CG8405
4943,chr2R,16098548,16098608,Dg_1,900,-,16098548,16098559,Dg
4944,chr2R,16098920,16098980,mRpL34_1,900,+,16098969,16098980,mRpL34
4945,chr2R,16102592,16102652,CG8414_1,900,-,16102592,16102603,CG8414
4949,chr2R,16109933,16109993,CG8418_1,900,-,16109933,16109944,CG8418
4952,chr2R,16117050,16117110,Jhedup_1,900,+,16117099,16117110,Jhedup
4955,chr2R,16123398,16123458,CG30095_1,900,+,16123447,16123458,CG30095
4956,chr2R,16124938,16124998,spin_1,900,+,16124987,16124998,spin
4957,chr2R,16138279,16138339,Got1_1,900,+,16138328,16138339,Got1
4958,chr2R,16138634,16138694,CG8430_1,900,+,16138683,16138694,CG8430
4959,chr2R,16142167,16142227,CG30094_1,900,+,16142216,16142227,CG30094
4960,chr2R,16143102,16143162,CG8431_1,900,+,16143151,16143162,CG8431
4961,chr2R,16148705,16148765,Ext2_1,900,-,16148705,16148716,Ext2
4964,chr2R,16150073,16150133,lbk_1,900,+,16150122,16150133,lbk
4965,chr2R,16158796,16158856,CG10734_1,900,-,16158796,16158807,CG10734
4966,chr2R,16170827,16170887,CG8435_1,900,-,16170827,16170838,CG8435
4967,chr2R,16178296,16178356,Ptp52F_1,900,-,16178296,16178307,Ptp52F
4968,chr2R,16178787,16178847,CG8440_1,900,+,16178836,16178847,CG8440
4975,chr2R,16196299,16196359,calypso_1,900,-,16196299,16196310,calypso
4976,chr2R,16196352,16196412,CG44242_1,900,+,16196401,16196412,CG44242
4977,chr2R,16197021,16197081,CG8446_1,900,+,16197070,16197081,CG8446
4978,chr2R,16197255,16197315,CG44243_1,900,+,16197304,16197315,CG44243
4979,chr2R,16202872,16202932,shark_1,900,-,16202872,16202883,shark
4984,chr2R,16222630,16222690,CG7798_1,900,-,16222630,16222641,CG7798
4986,chr2R,16226452,16226512,Tsf3_1,900,+,16226501,16226512,Tsf3
4987,chr2R,16230100,16230160,CG15701_1,900,+,16230149,16230160,CG15701
4990,chr2R,16234970,16235030,CG7786_1,900,-,16234970,16234981,CG7786
4991,chr2R,16236755,16236815,CG3687_1,900,+,16236804,16236815,CG3687
4992,chr2R,16240706,16240766,krimp_1,900,-,16240706,16240717,krimp
4993,chr2R,16241951,16242011,CG15708_1,900,-,16241951,16241962,CG15708
4996,chr2R,16264600,16264660,fidipidine_1,900,-,16264600,16264611,fidipidine
4997,chr2R,16264651,16264711,csul_1,900,+,16264700,16264711,csul
4998,chr2R,16271930,16271990,Khc_1,900,-,16271930,16271941,Khc
4999,chr2R,16272081,16272141,CG33017_1,900,+,16272130,16272141,CG33017
5000,chr2R,16278383,16278443,cato_1,900,-,16278383,16278394,cato
5001,chr2R,16279965,16280025,CG15704_1,900,+,16280014,16280025,CG15704
5002,chr2R,16280880,16280940,CG15705_1,900,+,16280929,16280940,CG15705
5003,chr2R,16282888,16282948,CG7755_1,900,-,16282888,16282899,CG7755
5004,chr2R,16283347,16283407,CG9068_1,900,+,16283396,16283407,CG9068
5005,chr2R,16288190,16288250,CG30324_1,900,-,16288190,16288201,CG30324
5006,chr2R,16288979,16289039,CG30099_1,900,-,16288979,16288990,CG30099
5007,chr2R,16289275,16289335,JhI-26_1,900,+,16289324,16289335,JhI-26
5008,chr2R,16291476,16291536,CG30100_1,900,+,16291525,16291536,CG30100
5009,chr2R,16294104,16294164,CG7747_1,900,-,16294104,16294115,CG7747
5010,chr2R,16294357,16294417,Atg9_1,900,+,16294406,16294417,Atg9
5014,chr2R,16320721,16320781,CG8060_1,900,-,16320721,16320732,CG8060
5015,chr2R,16322113,16322173,CG30096_1,900,-,16322113,16322124,CG30096
5016,chr2R,16322149,16322209,CG4282_1,900,+,16322198,16322209,CG4282
5017,chr2R,16333967,16334027,Vha44_1,900,-,16333967,16333978,Vha44
5019,chr2R,16336610,16336670,VATC_1,900,-,16336610,16336621,VATC
5020,chr2R,16336771,16336831,CG4311_1,900,+,16336820,16336831,CG4311
5026,chr2R,16344282,16344342,Nup62_1,900,+,16344331,16344342,Nup62
5027,chr2R,16344482,16344542,CG48_1,900,-,16344482,16344493,CG48
5028,chr2R,16347479,16347539,wcd_1,900,-,16347479,16347490,wcd
5029,chr2R,16348552,16348612,CG15710_1,900,-,16348552,16348563,CG15710
5030,chr2R,16355230,16355290,CG30098_1,900,-,16355230,16355241,CG30098
5035,chr2R,16380466,16380526,CG43187_1,900,+,16380515,16380526,CG43187
5038,chr2R,16417153,16417213,Menl-2_1,900,-,16417153,16417164,Menl-2
5039,chr2R,16432196,16432256,CG4398_1,900,+,16432245,16432256,CG4398
5040,chr2R,16435909,16435969,CG7848_1,900,-,16435909,16435920,CG7848
5041,chr2R,16443162,16443222,CG4409_1,900,+,16443211,16443222,CG4409
5042,chr2R,16445926,16445986,CG15925_1,900,+,16445975,16445986,CG15925
5043,chr2R,16485541,16485601,CG15712_1,900,-,16485541,16485552,CG15712
5044,chr2R,16486602,16486662,CG33458_1,900,+,16486651,16486662,CG33458
5045,chr2R,16487992,16488052,CG33459_1,900,+,16488041,16488052,CG33459
5046,chr2R,16491076,16491136,S-Lap8_1,900,+,16491125,16491136,S-Lap8
5047,chr2R,16499437,16499497,CG7813_1,900,-,16499437,16499448,CG7813
5049,chr2R,16516123,16516183,SM2A_1,900,+,16516172,16516183,SM2A
5051,chr2R,16534911,16534971,loopin-1_1,900,+,16534960,16534971,loopin-1
5052,chr2R,16552210,16552270,Syn2_1,900,+,16552259,16552270,Syn2
5053,chr2R,16565224,16565284,DAT_1,900,-,16565224,16565235,DAT
5054,chr2R,16565986,16566046,CG4945_1,900,+,16566035,16566046,CG4945
5055,chr2R,16571214,16571274,CG8332_1,900,-,16571214,16571225,CG8332
5056,chr2R,16572033,16572093,CG4927_1,900,+,16572082,16572093,CG4927
5057,chr2R,16576570,16576630,CG8317_1,900,-,16576570,16576581,CG8317
5062,chr2R,16586083,16586143,RLA2_1,900,+,16586132,16586143,RLA2
5063,chr2R,16589170,16589230,CG8311_1,900,-,16589170,16589181,CG8311
5066,chr2R,16598720,16598780,CG5089_1,900,+,16598769,16598780,CG5089
5067,chr2R,16604223,16604283,CG8303_1,900,-,16604223,16604234,CG8303
5075,chr2R,16641193,16641253,gprs_1,900,+,16641242,16641253,gprs
5076,chr2R,16652701,16652761,Amyrel_1,900,-,16652701,16652712,Amyrel
5077,chr2R,16655049,16655109,Nach_1,900,-,16655049,16655060,Nach
5081,chr2R,16670348,16670408,CG34457_1,900,+,16670397,16670408,CG34457
5082,chr2R,16671986,16672046,CG34458_1,900,+,16672035,16672046,CG34458
5087,chr2R,16745096,16745156,Sfp53D_1,900,-,16745096,16745107,Sfp53D
5088,chr2R,16746568,16746628,CG15617_1,900,-,16746568,16746579,CG15617
5089,chr2R,16748573,16748633,Acp53C14a_1,900,-,16748573,16748584,Acp53C14a
5090,chr2R,16749449,16749509,Acp53C14b_1,900,-,16749449,16749460,Acp53C14b
5091,chr2R,16750323,16750383,Acp53Ea_1,900,-,16750323,16750334,Acp53Ea
5092,chr2R,16751464,16751524,Acp53C14c_1,900,-,16751464,16751475,Acp53C14c
5093,chr2R,16754437,16754497,CG34189_1,900,+,16754486,16754497,CG34189
5094,chr2R,16755022,16755082,CG5267_1,900,+,16755071,16755082,CG5267
5096,chr2R,16766754,16766814,CG5348_1,900,+,16766803,16766814,CG5348
5099,chr2R,16773875,16773935,Sod2_1,900,-,16773875,16773886,Sod2
5100,chr2R,16774175,16774235,Arp53D_1,900,+,16774224,16774235,Arp53D
5101,chr2R,16778295,16778355,Vkor_1,900,+,16778344,16778355,Vkor
5102,chr2R,16780392,16780452,resilin_1,900,+,16780441,16780452,resilin
5105,chr2R,16792592,16792652,CG15919_1,900,+,16792641,16792652,CG15919
5106,chr2R,16796414,16796474,CG15615_1,900,-,16796414,16796425,CG15615
5107,chr2R,16816541,16816601,CG5550_1,900,+,16816590,16816601,CG5550
5111,chr2R,16826819,16826879,CG34460_1,900,+,16826868,16826879,CG34460
5112,chr2R,16845027,16845087,Ugt37c1_1,900,-,16845027,16845038,Ugt37c1
5113,chr2R,16850389,16850449,IntS8_1,900,+,16850438,16850449,IntS8
5114,chr2R,16855452,16855512,Fen1_1,900,-,16855452,16855463,Fen1
5115,chr2R,16856174,16856234,CG5935_1,900,+,16856223,16856234,CG5935
5116,chr2R,16856627,16856687,Dek_1,900,+,16856676,16856687,Dek
5117,chr2R,16867686,16867746,Psi_1,900,-,16867686,16867697,Psi
5118,chr2R,16868174,16868234,Ef1beta_1,900,+,16868223,16868234,Ef1beta
5119,chr2R,16869349,16869409,CG6426_1,900,+,16869398,16869409,CG6426
5120,chr2R,16872201,16872261,CG6421_1,900,+,16872250,16872261,CG6421
5121,chr2R,16872970,16873030,CG6429_1,900,+,16873019,16873030,CG6429
5122,chr2R,16873711,16873771,CG6435_1,900,+,16873760,16873771,CG6435
5123,chr2R,16880663,16880723,CG6472_1,900,+,16880712,16880723,CG6472
5124,chr2R,16895640,16895700,CG8910_1,900,-,16895640,16895651,CG8910
5125,chr2R,16898511,16898571,inaC_1,900,+,16898560,16898571,inaC
5129,chr2R,16937556,16937616,CG43788_1,900,+,16937605,16937616,CG43788
5130,chr2R,16938653,16938713,CG43789_1,900,+,16938702,16938713,CG43789
5132,chr2R,16945505,16945565,CG15614_1,900,+,16945554,16945565,CG15614
5133,chr2R,16947543,16947603,CG34190_1,900,-,16947543,16947554,CG34190
5134,chr2R,16948234,16948294,Vha16-4_1,900,-,16948234,16948245,Vha16-4
5136,chr2R,16951977,16952037,CG34191_1,900,+,16952026,16952037,CG34191
5138,chr2R,16955445,16955505,PIG-V_1,900,+,16955494,16955505,PIG-V
5139,chr2R,16957421,16957481,CG6665_1,900,+,16957470,16957481,CG6665
5140,chr2R,16960175,16960235,CG9010_1,900,-,16960175,16960186,CG9010
5141,chr2R,16973879,16973939,CB32_1,900,+,16973928,16973939,CB32
5142,chr2R,16997125,16997185,CG30461_1,900,-,16997125,16997136,CG30461
5143,chr2R,16998598,16998658,ste24c_1,900,-,16998598,16998609,ste24c
5144,chr2R,17000191,17000251,ste24b_1,900,-,17000191,17000202,ste24b
5145,chr2R,17001923,17001983,ste24a_1,900,-,17001923,17001934,ste24a
5146,chr2R,17001967,17002027,CG6796_1,900,+,17002016,17002027,CG6796
5147,chr2R,17005138,17005198,NiPp1_1,900,-,17005138,17005149,NiPp1
5148,chr2R,17005418,17005478,CG6805_1,900,+,17005467,17005478,CG6805
5149,chr2R,17015847,17015907,Ehbp1_1,900,-,17015847,17015858,Ehbp1
5150,chr2R,17019496,17019556,CG8963_1,900,-,17019496,17019507,CG8963
5151,chr2R,17019991,17020051,Dark_1,900,+,17020040,17020051,Dark
5152,chr2R,17027173,17027233,RhoGEF2_1,900,+,17027222,17027233,RhoGEF2
5153,chr2R,17033349,17033409,CG43328_1,900,-,17033349,17033360,CG43328
5154,chr2R,17033968,17034028,CG43327_1,900,-,17033968,17033979,CG43327
5155,chr2R,17034560,17034620,CG43371_1,900,-,17034560,17034571,CG43371
5158,chr2R,17046756,17046816,CG9642_1,900,+,17046805,17046816,CG9642
5161,chr2R,17053957,17054017,CG6953_1,900,+,17054006,17054017,CG6953
5162,chr2R,17056807,17056867,CG8961_1,900,-,17056807,17056818,CG8961
5163,chr2R,17062619,17062679,CG8950_1,900,-,17062619,17062630,CG8950
5164,chr2R,17062727,17062787,CG6967_1,900,+,17062776,17062787,CG6967
5171,chr2R,17091936,17091996,CG6984_1,900,+,17091985,17091996,CG6984
5173,chr2R,17097415,17097475,GTS1_1,900,-,17097415,17097426,GTS1
5178,chr2R,17108797,17108857,CG15611_1,900,+,17108846,17108857,CG15611
5179,chr2R,17120291,17120351,Amy-p_1,900,-,17120291,17120302,Amy-p
5180,chr2R,17124239,17124299,Spn53F_1,900,-,17124239,17124250,Spn53F
5181,chr2R,17124718,17124778,Amy-d_1,900,+,17124767,17124778,Amy-d
5182,chr2R,17127047,17127107,CG15605_1,900,-,17127047,17127058,CG15605
5183,chr2R,17128761,17128821,Cda9_1,900,+,17128810,17128821,Cda9
5184,chr2R,17133395,17133455,Acp54A1_1,900,+,17133444,17133455,Acp54A1
5185,chr2R,17134081,17134141,CG11400_1,900,+,17134130,17134141,CG11400
5186,chr2R,17136401,17136461,Gbp_1,900,+,17136450,17136461,Gbp
5187,chr2R,17137192,17137252,CG11395_1,900,+,17137241,17137252,CG11395
5188,chr2R,17139920,17139980,CG43103_1,900,-,17139920,17139931,CG43103
5189,chr2R,17140850,17140910,CG43107_1,900,-,17140850,17140861,CG43107
5190,chr2R,17154650,17154710,CG17290_1,900,+,17154699,17154710,CG17290
5191,chr2R,17158280,17158340,CG17287_1,900,-,17158280,17158291,CG17287
5192,chr2R,17159020,17159080,CG30458_1,900,-,17159020,17159031,CG30458
5193,chr2R,17160814,17160874,CG30457_1,900,-,17160814,17160825,CG30457
5194,chr2R,17166487,17166547,CG10953_1,900,-,17166487,17166498,CG10953
5195,chr2R,17195165,17195225,CG10950_1,900,+,17195214,17195225,CG10950
5196,chr2R,17205130,17205190,CG43237_1,900,+,17205179,17205190,CG43237
5198,chr2R,17246296,17246356,CG18469_1,900,-,17246296,17246307,CG18469
5199,chr2R,17247390,17247450,CG12699_1,900,-,17247390,17247401,CG12699
5200,chr2R,17255189,17255249,CG43272_1,900,+,17255238,17255249,CG43272
5201,chr2R,17257907,17257967,CG43108_1,900,-,17257907,17257918,CG43108
5203,chr2R,17394547,17394607,CG10939_1,900,+,17394596,17394607,CG10939
5206,chr2R,17410188,17410248,CG30101_1,900,-,17410188,17410199,CG30101
5207,chr2R,17412719,17412779,PSA5_1,900,+,17412768,17412779,PSA5
5208,chr2R,17419577,17419637,cnk_1,900,-,17419577,17419588,cnk
5211,chr2R,17427455,17427515,CG6550_1,900,-,17427455,17427466,CG6550
5212,chr2R,17427905,17427965,Mtap_1,900,+,17427954,17427965,Mtap
5213,chr2R,17430937,17430997,Bap55_1,900,-,17430937,17430948,Bap55
5214,chr2R,17430985,17431045,Lhr_1,900,+,17431034,17431045,Lhr
5215,chr2R,17440272,17440332,CG18467_1,900,+,17440321,17440332,CG18467
5216,chr2R,17444887,17444947,CG18468_1,900,+,17444936,17444947,CG18468
5217,chr2R,17447410,17447470,mthl4_1,900,-,17447410,17447421,mthl4
5218,chr2R,17452583,17452643,mthl3_1,900,-,17452583,17452594,mthl3
5219,chr2R,17453349,17453409,CG10764_1,900,+,17453398,17453409,CG10764
5220,chr2R,17456188,17456248,robls54B_1,900,-,17456188,17456199,robls54B
5221,chr2R,17456424,17456484,robl_1,900,+,17456473,17456484,robl
5225,chr2R,17469165,17469225,Tes_1,900,-,17469165,17469176,Tes
5226,chr2R,17469574,17469634,qkr54B_1,900,+,17469623,17469634,qkr54B
5231,chr2R,17484041,17484101,CG43110_1,900,-,17484041,17484052,CG43110
5232,chr2R,17484952,17485012,NT5E-2_1,900,+,17485001,17485012,NT5E-2
5233,chr2R,17493691,17493751,CG30103_1,900,+,17493740,17493751,CG30103
5236,chr2R,17509876,17509936,CG34193_1,900,+,17509925,17509936,CG34193
5239,chr2R,17514182,17514242,CG4853_1,900,+,17514231,17514242,CG4853
5240,chr2R,17518172,17518232,APC10_1,900,-,17518172,17518183,APC10
5241,chr2R,17518173,17518233,CG4866_1,900,+,17518222,17518233,CG4866
5244,chr2R,17536357,17536417,CG4878_1,900,+,17536406,17536417,CG4878
5245,chr2R,17539255,17539315,CG43370_1,900,+,17539304,17539315,CG43370
5248,chr2R,17545149,17545209,cyp33_1,900,+,17545198,17545209,cyp33
5249,chr2R,17547446,17547506,RL1X_1,900,-,17547446,17547457,RL1X
5252,chr2R,17556981,17557041,Klp54D_1,900,+,17557030,17557041,Klp54D
5253,chr2R,17563576,17563636,CG43324_1,900,+,17563625,17563636,CG43324
5256,chr2R,17568421,17568481,CG6501_1,900,-,17568421,17568432,CG6501
5257,chr2R,17568734,17568794,POSH_1,900,+,17568783,17568794,POSH
5258,chr2R,17572739,17572799,CG14482_1,900,-,17572739,17572750,CG14482
5259,chr2R,17572780,17572840,CG42239_1,900,+,17572829,17572840,CG42239
5260,chr2R,17573421,17573481,CG4921_1,900,+,17573470,17573481,CG4921
5261,chr2R,17581513,17581573,Dcr-2_1,900,-,17581513,17581524,Dcr-2
5262,chr2R,17583998,17584058,CG6484_1,900,-,17583998,17584009,CG6484
5263,chr2R,17586114,17586174,CG14483_1,900,-,17586114,17586125,CG14483
5266,chr2R,17590916,17590976,icln_1,900,+,17590965,17590976,icln
5267,chr2R,17592483,17592543,CG30105_1,900,-,17592483,17592494,CG30105
5268,chr2R,17592748,17592808,Smurf_1,900,+,17592797,17592808,Smurf
5269,chr2R,17595211,17595271,CG11423_1,900,+,17595260,17595271,CG11423
5270,chr2R,17599254,17599314,CG43920_1,900,-,17599254,17599265,CG43920
